epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,3571.23,0.86506,0.89864,0.01185,0.89686,0.79748,0.88965,0.74174,0.745,0.70952,0.01772,0.000946016,0.000946016,0.000946016
17,3781.23,0.8925,0.91962,0.01249,0.85905,0.8097,0.86158,0.73258,0.63558,0.65962,0.01346,0.000935018,0.000935018,0.000935018
18,3993.88,0.85316,0.87668,0.01071,0.90952,0.8259,0.90526,0.77985,0.61968,0.54908,0.01453,0.000924019,0.000924019,0.000924019
19,4214.51,0.85294,0.86211,0.01105,0.90163,0.88735,0.90434,0.78007,0.60969,0.47219,0.01338,0.00091302,0.00091302,0.00091302
20,4426.67,0.83069,0.84474,0.01064,0.94405,0.81671,0.91118,0.77556,0.66758,0.58727,0.0155,0.000902021,0.000902021,0.000902021
21,4641.8,0.81894,0.83508,0.01026,0.93036,0.86878,0.92602,0.76701,0.7373,0.48825,0.01628,0.000891022,0.000891022,0.000891022
22,4846.65,0.81459,0.82461,0.01039,0.95087,0.84851,0.92529,0.79885,0.57634,0.48823,0.01274,0.000880023,0.000880023,0.000880023
23,5059.43,0.80495,0.76116,0.01057,0.89557,0.88401,0.8958,0.77524,0.6263,0.50282,0.01342,0.000869024,0.000869024,0.000869024
24,5266.36,0.76329,0.7815,0.0096,0.97565,0.86819,0.90447,0.79462,0.58594,0.40527,0.01098,0.000858025,0.000858025,0.000858025
25,5477.77,0.81309,0.80486,0.01055,0.96581,0.8765,0.90936,0.79191,0.60463,0.40916,0.01103,0.000847026,0.000847026,0.000847026
26,5682.13,0.76845,0.763,0.00948,0.93479,0.87864,0.91023,0.77987,0.59427,0.53802,0.01077,0.000836027,0.000836027,0.000836027
27,5895.56,0.78428,0.75944,0.0104,0.92002,0.82868,0.9076,0.79102,0.58126,0.5346,0.0137,0.000825029,0.000825029,0.000825029
28,6099.8,0.7457,0.75484,0.0097,0.93298,0.84503,0.93075,0.85383,0.44936,0.43826,0.00974,0.00081403,0.00081403,0.00081403
29,6308.85,0.75315,0.71715,0.00979,0.92957,0.86688,0.91281,0.82801,0.52422,0.39269,0.01224,0.000803031,0.000803031,0.000803031
30,6512.55,0.72947,0.71203,0.00923,0.94666,0.84503,0.91889,0.83614,0.48376,0.41692,0.01045,0.000792032,0.000792032,0.000792032
31,6718,0.74464,0.7138,0.00936,0.93659,0.88187,0.91345,0.79275,0.66125,0.44746,0.01491,0.000781033,0.000781033,0.000781033
32,6932.57,0.75656,0.72852,0.00928,0.96599,0.88184,0.91984,0.81612,0.52246,0.4258,0.01039,0.000770034,0.000770034,0.000770034
33,7128.2,0.7577,0.71905,0.00948,0.94713,0.88184,0.90364,0.81967,0.48953,0.38448,0.00942,0.000759035,0.000759035,0.000759035
34,7350.09,0.72071,0.71429,0.00906,0.95646,0.88497,0.91851,0.80724,0.57567,0.36481,0.01204,0.000748036,0.000748036,0.000748036
35,7559.57,0.72403,0.72508,0.00908,0.89898,0.84486,0.87043,0.77117,0.56058,0.39068,0.01244,0.000737037,0.000737037,0.000737037
36,7781.13,0.73169,0.71443,0.01017,0.97316,0.87424,0.89945,0.79144,0.57727,0.42899,0.01422,0.000726038,0.000726038,0.000726038
37,7994.32,0.72731,0.69804,0.00932,0.96971,0.88719,0.93591,0.83094,0.54649,0.35404,0.01135,0.00071504,0.00071504,0.00071504
38,8204.49,0.70936,0.67824,0.00884,0.96129,0.84284,0.90132,0.81816,0.50753,0.44364,0.01017,0.000704041,0.000704041,0.000704041
39,8419.75,0.71953,0.67853,0.00882,0.95175,0.86178,0.90262,0.80835,0.55145,0.40541,0.01336,0.000693042,0.000693042,0.000693042
40,8625.58,0.67897,0.67759,0.00822,0.96803,0.875,0.91608,0.82498,0.50231,0.45644,0.01147,0.000682043,0.000682043,0.000682043
41,8835.12,0.70462,0.68764,0.0088,0.96782,0.86901,0.9283,0.83145,0.53398,0.40163,0.00942,0.000671044,0.000671044,0.000671044
42,9043.24,0.68209,0.66344,0.00887,0.96489,0.87618,0.93103,0.86266,0.41183,0.35336,0.00704,0.000660045,0.000660045,0.000660045
43,9578.44,0.67908,0.61848,0.00883,0.94211,0.88079,0.90773,0.82955,0.46947,0.36792,0.00989,0.000649046,0.000649046,0.000649046
44,9894.64,0.63918,0.65407,0.00806,0.98163,0.88589,0.90769,0.8251,0.48861,0.38573,0.01033,0.000638047,0.000638047,0.000638047
45,10303.2,0.64815,0.63378,0.00831,0.9736,0.88325,0.9091,0.83971,0.41348,0.34968,0.00831,0.000627048,0.000627048,0.000627048
46,10641.5,0.65096,0.60964,0.008,0.91214,0.89046,0.90982,0.8302,0.47563,0.3692,0.0102,0.000616049,0.000616049,0.000616049
47,11680.7,0.64254,0.65434,0.00795,0.94539,0.88964,0.92212,0.84111,0.4441,0.36825,0.00854,0.000605051,0.000605051,0.000605051
48,12048.5,0.60248,0.60352,0.00754,0.96873,0.89455,0.93506,0.8576,0.44467,0.34104,0.00912,0.000594052,0.000594052,0.000594052
49,12388.3,0.62393,0.59403,0.00764,0.96514,0.88054,0.89955,0.81116,0.48609,0.36458,0.00861,0.000583053,0.000583053,0.000583053
50,12696.1,0.61891,0.63247,0.00724,0.97899,0.8656,0.94465,0.87101,0.44708,0.36219,0.00935,0.000572054,0.000572054,0.000572054
51,12915.2,0.6148,0.61073,0.00735,0.95431,0.89027,0.90745,0.84862,0.40636,0.37191,0.00776,0.000561055,0.000561055,0.000561055
52,13145.2,0.59892,0.615,0.00709,0.97909,0.83736,0.91268,0.84623,0.39666,0.37872,0.00744,0.000550056,0.000550056,0.000550056
53,13343.7,0.59316,0.58429,0.00731,0.95126,0.85701,0.90613,0.82026,0.47676,0.34575,0.00845,0.000539057,0.000539057,0.000539057
54,13558.3,0.63022,0.60971,0.0076,0.91709,0.89046,0.91748,0.83067,0.4836,0.42271,0.0106,0.000528058,0.000528058,0.000528058
55,13762.5,0.59222,0.57834,0.00729,0.96322,0.88352,0.92129,0.83141,0.47235,0.42888,0.00941,0.000517059,0.000517059,0.000517059
56,13967.8,0.6038,0.57565,0.00731,0.94598,0.89046,0.90393,0.83211,0.42371,0.3206,0.00795,0.00050606,0.00050606,0.00050606
57,14164.5,0.57806,0.58797,0.00716,0.96842,0.86618,0.93531,0.86589,0.38518,0.37177,0.00744,0.000495062,0.000495062,0.000495062
58,14385.1,0.55832,0.58091,0.00671,0.98628,0.88557,0.91182,0.83101,0.45307,0.35125,0.00778,0.000484063,0.000484063,0.000484063
59,14590,0.56852,0.58003,0.00691,0.98383,0.87532,0.92581,0.87365,0.39534,0.32452,0.00762,0.000473064,0.000473064,0.000473064
60,14785.1,0.54128,0.57136,0.00641,0.96986,0.8846,0.91974,0.85325,0.39665,0.37923,0.00699,0.000462065,0.000462065,0.000462065
61,14993.2,0.57528,0.57236,0.00708,0.94494,0.88915,0.94168,0.8708,0.4183,0.32055,0.00755,0.000451066,0.000451066,0.000451066
62,15187.1,0.5577,0.54162,0.00689,0.97137,0.86722,0.92085,0.84646,0.44427,0.37199,0.00801,0.000440067,0.000440067,0.000440067
63,15392.9,0.54558,0.54757,0.00654,0.97276,0.88096,0.9139,0.8354,0.44369,0.35745,0.00865,0.000429068,0.000429068,0.000429068
64,15588.6,0.55637,0.55804,0.00658,0.95361,0.88257,0.91263,0.84996,0.39912,0.38649,0.00762,0.000418069,0.000418069,0.000418069
65,15777.6,0.53085,0.53201,0.00655,0.93584,0.89178,0.9243,0.87005,0.34444,0.3656,0.00676,0.00040707,0.00040707,0.00040707
66,15984,0.51242,0.53085,0.00636,0.98199,0.88959,0.90581,0.85198,0.38178,0.33003,0.00673,0.000396071,0.000396071,0.000396071
67,16180.3,0.50428,0.54556,0.00622,0.97733,0.89414,0.94417,0.87945,0.40786,0.33179,0.00773,0.000385073,0.000385073,0.000385073
68,16390.9,0.51263,0.52167,0.00637,0.98002,0.89693,0.91707,0.87553,0.34548,0.269,0.00663,0.000374074,0.000374074,0.000374074
69,16579.2,0.52393,0.55288,0.00627,0.95533,0.88877,0.91915,0.87671,0.33765,0.39525,0.0063,0.000363075,0.000363075,0.000363075
70,16789.8,0.49345,0.50153,0.00583,0.96781,0.87924,0.91456,0.86383,0.36971,0.33757,0.00684,0.000352076,0.000352076,0.000352076
71,16990.8,0.49329,0.54476,0.00579,0.95936,0.88917,0.93019,0.87123,0.37119,0.38528,0.00726,0.000341077,0.000341077,0.000341077
72,17197.2,0.52972,0.5361,0.00623,0.92277,0.89046,0.91584,0.84242,0.42983,0.33921,0.00728,0.000330078,0.000330078,0.000330078
73,17402.9,0.49544,0.51556,0.00593,0.97655,0.87819,0.9097,0.84588,0.41271,0.3156,0.00657,0.000319079,0.000319079,0.000319079
74,17605.8,0.47491,0.48823,0.00567,0.98155,0.87748,0.91859,0.85894,0.37657,0.32913,0.00631,0.00030808,0.00030808,0.00030808
75,17807.1,0.48562,0.53827,0.00558,0.95326,0.90049,0.92509,0.86845,0.36604,0.32776,0.00679,0.000297081,0.000297081,0.000297081
76,18007.7,0.46896,0.51491,0.0053,0.96615,0.88225,0.91422,0.86175,0.36431,0.33402,0.00693,0.000286083,0.000286083,0.000286083
77,18199.1,0.48012,0.49814,0.0057,0.96116,0.88789,0.9059,0.85426,0.37021,0.32383,0.00605,0.000275084,0.000275084,0.000275084
78,18417.8,0.47974,0.50748,0.00563,0.96147,0.83189,0.89671,0.85211,0.35747,0.42696,0.00651,0.000264085,0.000264085,0.000264085
79,18618.7,0.4773,0.49859,0.00561,0.97258,0.88094,0.89406,0.8396,0.37915,0.29352,0.00651,0.000253086,0.000253086,0.000253086
80,18820.7,0.45469,0.48434,0.00517,0.97672,0.86554,0.89894,0.85508,0.33851,0.32199,0.00621,0.000242087,0.000242087,0.000242087
81,19028.3,0.44983,0.48927,0.00538,0.96985,0.87951,0.90579,0.86096,0.33067,0.28744,0.00591,0.000231088,0.000231088,0.000231088
82,19226.4,0.45495,0.50633,0.0053,0.94531,0.88474,0.91879,0.88458,0.2961,0.37079,0.00519,0.000220089,0.000220089,0.000220089
83,19428.2,0.43293,0.48781,0.00504,0.96361,0.85791,0.91004,0.87049,0.31519,0.32573,0.00556,0.00020909,0.00020909,0.00020909
84,19630.8,0.44974,0.4665,0.00535,0.98132,0.8424,0.90031,0.85039,0.33454,0.31522,0.0057,0.000198091,0.000198091,0.000198091
85,19832.2,0.45029,0.46376,0.00531,0.9786,0.84303,0.91108,0.86708,0.33396,0.34108,0.00576,0.000187092,0.000187092,0.000187092
86,20032.4,0.41497,0.48255,0.00503,0.97589,0.84248,0.91026,0.86092,0.35702,0.35015,0.00657,0.000176094,0.000176094,0.000176094
87,20239.1,0.44713,0.46763,0.00539,0.95351,0.85166,0.90419,0.85557,0.35465,0.34426,0.00587,0.000165095,0.000165095,0.000165095
88,20440.5,0.44316,0.49324,0.00525,0.923,0.88094,0.90095,0.86173,0.34216,0.31895,0.00572,0.000154096,0.000154096,0.000154096
89,20646.2,0.42081,0.44535,0.00504,0.95873,0.88717,0.91667,0.8825,0.32233,0.30784,0.00561,0.000143097,0.000143097,0.000143097
90,20834.7,0.43995,0.45361,0.00506,0.97201,0.88048,0.90905,0.86778,0.3401,0.30091,0.00611,0.000132098,0.000132098,0.000132098
91,21067.6,0.34017,0.40328,0.00647,0.94505,0.88676,0.89777,0.84818,0.37502,0.32118,0.00615,0.000121099,0.000121099,0.000121099
92,21270,0.30852,0.38885,0.0056,0.9555,0.89067,0.91347,0.87286,0.34543,0.32047,0.00626,0.0001101,0.0001101,0.0001101
93,21469.4,0.29523,0.36174,0.00522,0.9571,0.88085,0.90584,0.85547,0.36486,0.32483,0.00616,9.91012e-05,9.91012e-05,9.91012e-05
94,21670.6,0.28393,0.35384,0.00519,0.96886,0.8785,0.92877,0.87977,0.33797,0.33629,0.0063,8.81023e-05,8.81023e-05,8.81023e-05
95,21878.2,0.2847,0.36536,0.00529,0.94712,0.89044,0.928,0.87521,0.34479,0.33407,0.00638,7.71034e-05,7.71034e-05,7.71034e-05
96,22084,0.28718,0.36214,0.00546,0.97628,0.88505,0.91698,0.86773,0.34715,0.33679,0.00641,6.61045e-05,6.61045e-05,6.61045e-05
97,22291,0.27567,0.34788,0.00491,0.97115,0.88019,0.9114,0.86073,0.35686,0.34686,0.00648,5.51056e-05,5.51056e-05,5.51056e-05
98,22494.7,0.27845,0.34444,0.00478,0.98227,0.88867,0.92209,0.87676,0.33754,0.32636,0.0063,4.41067e-05,4.41067e-05,4.41067e-05
99,22695.3,0.27017,0.37256,0.00471,0.9777,0.88879,0.91139,0.86082,0.34876,0.29742,0.00614,3.31078e-05,3.31078e-05,3.31078e-05
100,22895.1,0.26243,0.34846,0.00432,0.97699,0.88872,0.91434,0.86653,0.34356,0.30497,0.00591,2.21089e-05,2.21089e-05,2.21089e-05
